
The FP indices for tree 1 are : 
Orn	0.261461793954248
Cal	0.026179335620915
Vic	0.0534559836367881
Pan	0.015394485620915
Gor	0.014363985620915
Eri	0.0987022939542484
Bos	0.0518324836367881
Hom	0.015205485620915
Mus	0.0652896272875817
Tur	0.0384974836367881
Myo	0.0589502336367881
Cav	0.064799835620915
Pon	0.017004985620915
Equ	0.0415084050653595
Mac	0.0611341944444444
Mon	0.0587721944444444
Cho	0.042222885620915
Tar	0.120401793954248
Oto	0.0577910022875817
Das	0.043056885620915
Lox	0.035222635620915
New	0.018544735620915
Tup	0.0468030022875817
Pro	0.060256635620915
Spe	0.048334835620915
Mic	0.0644060022875817
Gal	0.069037
Ory	0.0654982939542484
Can	0.059116833636788
Sor	0.0789187522875817
Och	0.0841182939542484
Fel	0.053033833636788
Rat	0.0651876272875817
Pte	0.0408795300653595
Dip	0.063716335620915
Sus	0.050523983636788
Ech	0.104285293954248

The FP indices for tree 2 are : 
Mic	0.0236856640506447
Spe	0.0295421124633431
Pro	0.0401266627434552
Tup	0.0293518960767885
Lox	0.0256386627434552
Das	0.0314316627434552
Oto	0.0313766640506447
New	0.0173058926220733
Dip	0.0428771124633431
Sus	0.0268586304202228
Ech	0.0916928960767885
Rat	0.0730665318181818
Pte	0.0187726804202228
Och	0.0472097196062002
Fel	0.0189871304202228
Gal	0.060507
Sor	0.0426237081980006
Ory	0.0277467196062002
Can	0.0173381304202228
Myo	0.0311636804202228
Tur	0.0149601304202228
Mus	0.0391335318181818
Eri	0.0421187081980006
Bos	0.0220826304202228
Hom	0.0088514759554066
Vic	0.0226781804202228
Orn	0.18960175
Cal	0.0161530926220733
Pan	0.0086024759554066
Gor	0.0085034759554066
Tar	0.0252235926220733
Mac	0.05380935
Mon	0.05125835
Cho	0.0280436627434552
Equ	0.0185491804202228
Pon	0.0102171426220733
Cav	0.0342611124633431

The FP indices for tree 3 are : 
Och	0.140758690327646
Fel	0.0931106617965368
Gal	0.1411505
Sor	0.167298217352092
Can	0.0774676617965368
Ory	0.0977816903276462
Dip	0.126101690327646
Sus	0.110203911796537
Ech	0.164918853282828
Rat	0.13736802366098
Pte	0.102214161796537
Tup	0.106271476041932
Lox	0.0839183532828283
Das	0.128201519949495
Oto	0.13144362881971
New	0.0441782954863764
Mic	0.10033162881971
Spe	0.13378852366098
Pro	0.112121353282828
Mac	0.156749013888889
Cho	0.165801519949495
Mon	0.192973013888889
Equ	0.139316161796537
Pon	0.0358722954863764
Cav	0.106358690327646
Tar	0.0807266288197097
Vic	0.0851379117965368
Orn	0.244584513888889
Cal	0.0545112954863764
Gor	0.0324687954863764
Pan	0.0268292954863764
Tur	0.0704334117965368
Myo	0.0911131617965368
Mus	0.13935202366098
Eri	0.162376217352092
Bos	0.0950694117965368
Hom	0.0259617954863764

The FP indices for tree 4 are : 
Rat	0.0421519730519481
Pte	0.0470576975942606
Sus	0.0394819475942606
Ech	0.103241445321533
Dip	0.055907408535819
Sor	0.0678320725942606
Ory	0.0503452061548666
Can	0.0322131975942606
Gal	0.0633165
Fel	0.0354701975942606
Och	0.0516592061548666
Pro	0.0746114453215333
Spe	0.040668408535819
Mic	0.0292473661548666
New	0.0160948328215333
Das	0.0457519453215333
Lox	0.0567969453215333
Oto	0.0402113661548666
Tup	0.0503962061548666
Tar	0.0455213661548666
Equ	0.0247240725942606
Pon	0.0142448328215333
Cav	0.059341408535819
Cho	0.0317299453215333
Mac	0.0460910488095238
Mon	0.0587400488095238
Hom	0.0111843328215333
Bos	0.0448479475942606
Eri	0.0591060725942606
Myo	0.0431606975942606
Tur	0.0288889475942606
Mus	0.0421999730519481
Pan	0.0101473328215333
Gor	0.0116708328215333
Vic	0.0325519475942606
Cal	0.0214400328215333
Orn	0.125743791666667

The FP indices for tree 5 are : 
Mac	0.0189908389398184
Mon	0.0920281408730159
Cho	0.0483588295093795
Equ	0.0273069517316017
Pon	0.0202893389398184
Cav	0.0829508540191834
Tar	0.037527405606485
Gor	0.0158523389398184
Pan	0.0153628389398184
Vic	0.0377053683982684
Orn	0.0785590694444444
Cal	0.0286592389398184
Myo	0.0445244517316017
Tur	0.0391383683982684
Mus	0.0572761873525168
Hom	0.0146668389398184
Bos	0.0610653683982684
Eri	0.0712557295093795
Fel	0.0370627850649351
Och	0.10043557068585
Sor	0.0933290045093795
Ory	0.0590375706858501
Can	0.0359857850649351
Gal	0.0572785
Ech	0.0757388295093795
Sus	0.0456960350649351
Dip	0.0622111873525168
Pte	0.0393154517316017
Rat	0.0616191873525168
Tup	0.0578111040191834
New	0.0857011408730159
Das	0.0466908295093795
Lox	0.0425108295093795
Oto	0.0488465484636279
Mic	0.0354225484636279
Spe	0.0446001040191834
Pro	0.0736478295093795

The FP indices for tree 6 are : 
Pro	0.0638796492389331
Spe	0.0556346401342749
Mic	0.145984911562846
Oto	0.058371609181894
Das	0.0654726653679654
Lox	0.0398186492389331
New	0.019240909181894
Tup	0.0921999115628463
Rat	0.0554408901342749
Pte	0.0414355015377837
Dip	0.0842478901342749
Ech	0.108790411562846
Sus	0.0673009015377837
Gal	0.061602
Can	0.0486290015377837
Ory	0.0697994115628463
Sor	0.141727811562846
Och	0.0921754115628463
Fel	0.0423270015377837
Eri	0.0843944182044503
Bos	0.0614404015377837
Hom	0.0160308258485606
Mus	0.0666988901342749
Myo	0.0756195015377837
Tur	0.0406474015377837
Orn	0.108294166666667
Cal	0.025027109181894
Vic	0.0587789015377837
Gor	0.0181318258485606
Pan	0.0155738258485606
Tar	0.0860418115628463
